,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
1427,47,225.11374552699667,1.0,0.4604542085994788,233.43981614316368,1.5,0.9804061902022496,72.07969935834971,1.0,0.026752463411584586,224.8474698029308,1.0,0.3107747200512509,303.9458870311592,1.5,0.7168837007135881,3.5,4.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1427,0,dikesnet
1428,77,68.53261367110315,1.5,0.7962278195662562,327.17362481399806,1.5,0.6474577274194022,119.6447883960605,1.5,0.9089484166340084,265.57172038287706,1.5,0.46260804431556934,271.66376949265805,10.0,0.8087037287901963,3.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1428,0,dikesnet
1429,111,50.62632152337372,1.0,0.030081311411527912,34.25202933281395,10.0,0.680552180923571,270.30342257918875,10.0,0.5657566171094085,108.65120014162423,10.0,0.4892993560479991,343.8347892949012,1.0,0.20855362464507107,3.5,3.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1429,0,dikesnet
1430,34,114.88517843726184,1.5,0.740750822923999,330.0885490973512,1.0,0.8234212836726842,32.898743129429086,1.0,0.8022939373316015,232.23191944319512,1.0,0.8615832254627463,317.19259405419365,10.0,0.09650183779951464,2.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1430,0,dikesnet
1431,10,162.2454630267798,1.5,0.7020741139057106,331.2868318620643,10.0,0.6216253958308607,244.67254863155634,10.0,0.40163460801939793,182.3469452870901,10.0,0.10587107973207775,267.9820900161754,10.0,0.9367232492345757,2.5,1.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1431,0,dikesnet
1432,22,171.29945201500712,1.5,0.11284561097616917,209.21217723106741,10.0,0.08108855692518045,208.361440857856,1.5,0.5704981251897988,165.42044011379247,1.0,0.8389658948637636,260.59901674030186,10.0,0.040450144581950134,3.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1432,0,dikesnet
1433,39,156.5468321718524,1.0,0.8429565441932382,294.54180604746125,1.5,0.46054742627535866,214.2555425034194,1.0,0.20889565673920657,57.868838357838776,10.0,0.9929602776612977,75.58769207976125,1.5,0.13137375039702925,3.5,1.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1433,0,dikesnet
1434,30,144.78313172837477,10.0,0.7262984108937616,264.3341984237422,1.0,0.7637963234507081,281.74262072514284,1.0,0.4904679549116588,95.34967830261837,1.5,0.8080696031870473,236.10538213687562,1.5,0.4978750863557524,1.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1434,0,dikesnet
1435,74,57.4210932687144,1.5,0.7517805649592875,66.51143022526283,1.0,0.46699417610401917,175.03189323367928,1.0,0.38706212761630954,41.452267871766736,10.0,0.3009610097151191,282.94667650125405,10.0,0.6601526891404854,2.5,3.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1435,0,dikesnet
1436,27,307.3741632716727,10.0,0.9466074725791112,298.1650257613858,10.0,0.11033424591163642,325.8507919088859,1.0,0.349517217369545,86.81197202095254,10.0,0.1704321261256696,74.67550855615093,10.0,0.733968643197418,3.5,4.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1436,0,dikesnet
1437,117,274.76258636526967,1.5,0.9233882184992671,275.5160664973802,1.0,0.8165210688924379,198.83774184896296,1.0,0.20501886408413383,218.73030194908404,1.5,0.34370393854146547,166.57446158784012,1.5,0.808893137992732,4.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1437,0,dikesnet
1438,17,330.9037367492603,1.0,0.7253411393558039,259.4084560719014,1.5,0.5630400822048706,266.4636238494119,1.5,0.25354577704378173,118.06028660353047,10.0,0.7862256549744612,179.74250237090098,1.0,0.14816789243704298,2.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1438,0,dikesnet
1439,59,293.72392436414265,10.0,0.8310318677797682,35.68045281264048,1.5,0.7006570949576394,186.51912938402552,1.0,0.4172155936394311,150.8488788214189,1.5,0.991713034670633,316.22104187555124,1.5,0.5623822586467135,4.5,3.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1439,0,dikesnet
1440,81,93.61631850419688,1.5,0.1253409752112322,62.884598027530934,1.5,0.8372354016162995,266.22133742470726,1.0,0.7827186138090135,92.91356374585905,1.5,0.050993381919512915,163.03467856472474,1.0,0.1569820816071803,4.5,1.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1440,0,dikesnet
1441,70,259.1364927594094,1.0,0.3314838400214276,345.76234380437444,1.5,0.43519794598744493,123.77585548409348,1.0,0.7344205416288628,305.4903566547867,10.0,0.6254494393272437,81.64002398162076,10.0,0.9616797243477724,3.5,4.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1441,0,dikesnet
1442,101,257.0062071540816,1.0,0.9847695442719719,312.21114562534984,1.0,0.05804229345651947,116.87733484796894,10.0,0.10811126180242445,272.2073297683653,1.5,0.5920286578592273,241.43130351230653,10.0,0.8124407030047732,2.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1442,0,dikesnet
1443,15,57.386581618207046,1.5,0.6130522867931494,263.2367941646387,1.0,0.48990059174578715,45.134360177918616,1.5,0.4039671164739718,277.0596314047858,1.0,0.16996107230274857,67.07111297038296,10.0,0.33140953640529575,4.5,2.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1443,0,dikesnet
1444,25,323.2907017055466,1.0,0.27766145404453924,241.83974114618405,1.5,0.9934202966266429,116.61817933466784,10.0,0.6002324643987454,316.5554777919131,1.5,0.3371420265670682,339.7627889054448,10.0,0.7912015056466154,3.5,2.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1444,0,dikesnet
1445,116,59.51675103383595,1.5,0.6042867609479187,193.2896313751226,1.0,0.30522098169935996,319.52971864437427,1.5,0.7067020759605482,163.41102973176854,1.5,0.2799231240901589,137.08716211542517,1.5,0.523900069073847,2.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1445,0,dikesnet
1446,101,282.1519805057717,1.0,0.3858535506701635,81.00029241947942,1.0,0.12967261680092265,278.17463219108373,10.0,0.34045624355684245,213.09831537719472,1.0,0.5065861569980361,229.61721833065045,1.5,0.38200992383080895,3.5,2.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1446,0,dikesnet
1447,54,248.27938041702922,1.0,0.37084531250120184,291.50386811995327,10.0,0.7082470662933943,307.81911160543234,1.0,0.09885720480019675,244.03260161299846,10.0,0.8494646327439994,183.20344857210554,10.0,0.8777358628905622,2.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1447,0,dikesnet
1448,109,328.7580106402088,1.0,0.24595159803299055,233.4935759883732,1.0,0.6402493070316438,171.9851896125726,1.0,0.49372031087723006,193.6688936302265,1.5,0.1789283530610897,283.2801270173898,1.5,0.6875002249087484,4.5,3.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1448,0,dikesnet
1449,86,106.83152591275362,1.5,0.7019108551620402,98.98651221580874,10.0,0.9297158310432088,57.285716386603596,1.0,0.29837648074011075,319.63771938554373,1.0,0.5434106271640908,214.95988528642695,1.5,0.5578168087789718,4.5,1.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1449,0,dikesnet
1450,64,173.9477874767573,10.0,0.22022179625544003,288.19251676541546,1.0,0.9281034766437978,123.94932029800806,1.0,0.3935388915848837,256.99363826361173,1.5,0.750408228890647,97.05688904781424,1.5,0.3924296486376534,2.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1450,0,dikesnet
1451,120,292.06494063494983,1.0,0.3860391125126554,120.96948287842903,1.5,0.9465275651642822,284.7064114783765,10.0,0.8991765373159616,286.99619514534686,10.0,0.8356657433936112,130.7859739363499,10.0,0.6768546087944737,3.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1451,0,dikesnet
1452,84,145.31607333105774,1.5,0.8461344510822082,244.42439194408064,10.0,0.007454459480349052,63.745247208505084,1.0,0.4439946015334631,120.1154538346075,10.0,0.7187450474972364,264.211044335427,10.0,0.8653250188716465,3.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1452,0,dikesnet
1453,19,318.0089684386825,1.5,0.025578732199509784,271.7351668264496,1.5,0.2683187774233919,247.858656375183,1.0,0.24216646061317534,90.9643284430142,1.0,0.5843243831720224,304.53634455082675,1.0,0.5290227268711822,3.5,4.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1453,0,dikesnet
1454,56,280.37405631933194,1.0,0.5781854887347616,169.07442808527333,10.0,0.6492834885982306,301.21767972049486,10.0,0.07486567024116261,65.72850410519862,1.5,0.49290922573868845,97.61136278477147,10.0,0.21816709158282016,1.5,2.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1454,0,dikesnet
1455,85,283.1953863573255,1.5,0.07325724347869675,293.2408371837194,1.5,0.9775533911596888,188.89607607803268,10.0,0.22640010154063325,164.46742053543446,10.0,0.0993657129441173,330.30378395547586,1.0,0.26452992472819525,4.5,1.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1455,0,dikesnet
1456,37,115.7984991781633,10.0,0.7991237211450699,107.76050979039681,10.0,0.5680140454664098,87.76156622657467,1.5,0.8787116573728189,279.4517261233409,1.5,0.7702087874461435,294.3091941052619,10.0,0.7923409608062397,4.5,4.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1456,0,dikesnet
1457,112,176.9895777610082,10.0,0.6403923416584533,44.72407594310898,1.0,0.6624039368230564,297.276993951319,1.0,0.876171093492213,246.29513911588725,10.0,0.9023758585877498,83.48382369403498,10.0,0.8438458667198026,3.5,3.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1457,0,dikesnet
1458,123,225.9249588011892,1.5,0.0837992176199755,93.17271659690473,1.5,0.48479899795760495,315.96058197402687,10.0,0.8475528972247202,336.4371811750511,1.5,0.3207537821947808,163.99746077936956,1.0,0.755504294794145,3.5,4.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1458,0,dikesnet
1459,26,265.0945297710298,1.5,0.09908478528757046,216.87541160996903,1.5,0.27438742758833046,276.1170735893227,10.0,0.05494907983022228,271.6118576938702,10.0,0.49932105236810126,209.89504638297745,10.0,0.2301460481670126,3.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1459,0,dikesnet
1460,52,149.27731522427732,1.5,0.738100766404715,298.50173827681004,10.0,0.7130208464067098,335.43753287012237,10.0,0.8494722775842508,226.55085916742084,1.5,0.27464947500345077,109.1312235107949,1.0,0.5437035429361484,2.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1460,0,dikesnet
1461,31,191.6953271317808,1.0,0.6755083778918001,296.5963084258438,1.5,0.7889297022869138,333.9871955829269,1.5,0.08707546505545456,239.32462396622049,1.5,0.4910024099840263,337.40218938302047,10.0,0.4343851389270176,1.5,3.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1461,0,dikesnet
1462,99,313.2086695568598,10.0,0.041824566214323414,296.32810250642746,10.0,0.6200682503084908,30.077788260261496,1.5,0.5642132730541768,129.67153638009526,10.0,0.03844328885231449,93.2010530182489,10.0,0.13859097218364708,3.5,3.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1462,0,dikesnet
1463,72,242.6613248571439,1.5,0.9131025558821704,103.22915197692872,1.0,0.09093247793063848,51.42731647473032,10.0,0.8940873454026952,61.77950504273152,1.5,0.6235268635051325,106.11797483534374,1.5,0.7950235415202827,1.5,1.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1463,0,dikesnet
1464,123,85.60330484150063,1.0,0.4964983908794549,312.0394161556538,1.0,0.5900562676055701,278.9436861809277,10.0,0.6045070224245908,170.77446206956253,1.5,0.4274829835051568,82.26341515123036,1.5,0.2936327277667324,2.5,4.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1464,0,dikesnet
1465,101,200.10013989849148,1.0,0.8453556146086069,35.97940092437008,1.0,0.6424852457920432,172.97112464540524,10.0,0.1290304804706861,105.86174127349696,10.0,0.22015621421573292,51.33176078606815,1.0,0.652860077346883,4.5,4.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1465,0,dikesnet
1466,126,136.86150776590551,1.5,0.6497752046013661,76.25027708040164,1.0,0.4322510194003106,219.6095864601491,1.0,0.9767964197594254,202.94033098238407,1.5,0.9147685874420264,251.98185512239718,1.5,0.9719820687478833,3.5,3.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1466,0,dikesnet
1467,63,98.39284489509562,10.0,0.6704715425394056,114.6142824012442,10.0,0.26170649474552543,263.07340882974535,1.0,0.7628084326320413,39.74766898978251,1.5,0.8716838593832646,279.0268973408347,1.0,0.8289721267489585,4.5,3.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1467,0,dikesnet
1468,73,46.20485713024377,1.0,0.22361776971286978,129.41200597377264,1.5,0.025803027304827246,191.8865335826729,1.0,0.2576246064287856,134.91787617158272,1.5,0.1755490856527474,242.16836231759274,1.0,0.2686207794415023,3.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1468,0,dikesnet
1469,108,164.70517746797609,1.0,0.20902999026705213,231.7849221540937,1.5,0.12908692686572165,173.3759548053094,1.0,0.12782973651339344,161.41313394828003,1.5,0.5349780377315376,65.8187861801534,1.0,0.6517725293159208,2.5,2.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1469,0,dikesnet
1470,38,55.641495701870824,1.5,0.7927082457194523,236.38056622836675,1.0,0.136832696255157,78.70535066006914,1.0,0.43240737096184995,204.40930013982896,1.5,0.9168039682759141,237.97111394228818,1.5,0.29528715664184446,1.5,3.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1470,0,dikesnet
1471,58,198.60937067775382,10.0,0.28773233846392093,194.78431598939437,1.5,0.7961241970820033,203.62927650526058,1.5,0.3083515665977309,193.85084056992156,1.0,0.3089533649959668,138.38733863773504,10.0,0.6817640050028502,4.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1471,0,dikesnet
1472,74,207.87552728050287,1.0,0.3507648059589716,220.6451890197614,1.0,0.5590196609813345,297.0946067082559,10.0,0.8488036478070242,143.71006751194304,10.0,0.6750580963249545,35.660962618854384,1.5,0.010798455110918441,4.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1472,0,dikesnet
1473,127,244.10115214116126,10.0,0.5335479973249186,30.970447182811128,10.0,0.1779527848712668,219.50088332423988,10.0,0.8366324997384647,190.5694686326072,10.0,0.107084625832295,140.44626609128488,1.5,0.6704355680127246,3.5,1.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1473,0,dikesnet
1474,97,176.12091343815518,1.0,0.39831391906433083,281.27483094109385,1.0,0.17874766958460134,337.2729155156598,1.5,0.6101170148104829,349.82004587350224,1.5,0.07414341395930037,91.45259214483684,1.0,0.3556014164105937,2.5,1.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1474,0,dikesnet
1475,49,336.08561275338076,10.0,0.9764500063247151,190.89209432463693,1.0,0.48948516416348015,36.5862744938486,10.0,0.14122990563687285,73.06794867996885,1.0,0.28866547333057196,177.6839335282211,10.0,0.8537425092286155,4.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1475,0,dikesnet
1476,122,143.4143928717598,1.5,0.44544202561828755,316.1566082584562,10.0,0.0437001987076938,234.71450279377916,1.5,0.3420278093025822,217.86746157883772,1.5,0.2594951357100926,88.2123671849308,1.5,0.27032516710335264,2.5,2.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1476,0,dikesnet
1477,126,325.7515664987355,10.0,0.20741590609094426,274.57852347667097,1.5,0.033523340563503715,59.414172014578384,1.5,0.747569811889159,198.01727960689306,1.0,0.32543856083283945,270.77298945978686,1.5,0.8397520515381381,1.5,4.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1477,0,dikesnet
1478,127,117.93498633011252,1.0,0.969135928462143,207.86418989009803,1.0,0.2907957459766522,317.3300044788686,1.0,0.40977637413600365,279.8227379389516,1.5,0.6480180845928837,40.105991479769536,1.0,0.4571634682455405,1.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1478,0,dikesnet
1479,14,229.06026683327437,1.0,0.028063433882664225,86.1302691807068,1.5,0.10959667739773245,100.84904522378936,10.0,0.7914185686417905,80.15919170397345,1.0,0.9404199310202223,202.08737174575765,10.0,0.07299443600738059,1.5,1.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1479,0,dikesnet
1480,114,140.45063695671612,1.5,0.22152632928776078,290.097713297324,1.5,0.6420629637345048,106.33515281544453,10.0,0.40704393948036977,304.2605930041524,1.0,0.9331854071803187,149.4157347994409,10.0,0.8130929608651836,4.5,1.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1480,0,dikesnet
1481,132,157.9192927418913,1.0,0.04472476551326534,36.81609491037681,1.5,0.9116843830431416,256.137404752878,1.5,0.6030881125422909,335.1189135767908,1.5,0.3083866512244518,209.37380872380203,1.0,0.16414053129802916,4.5,4.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1481,0,dikesnet
1482,47,164.13553645394103,1.5,0.09352756092495966,309.93324921885034,1.5,0.657701786503204,150.07987932731848,10.0,0.8140676742300869,274.8102629132265,1.5,0.40931464331597867,254.86443383149458,1.0,0.5114724903483532,4.5,3.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1482,0,dikesnet
1483,105,55.72067736623515,1.5,0.4291399278569478,172.70901369648251,1.0,0.8453578747270594,68.24429663909191,10.0,0.9657630791629611,229.08811228170327,1.0,0.18697445208705663,310.888200261628,10.0,0.029323576689051282,1.5,2.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1483,0,dikesnet
1484,129,303.46539361529005,1.0,0.9688278389996197,173.11286213566967,1.5,0.5062906562002407,248.45334913951893,10.0,0.9803164077865487,196.83461761267267,1.0,0.0017211916727748993,41.578606233949785,1.0,0.3933029907321781,4.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1484,0,dikesnet
1485,41,241.980507112349,1.5,0.4333768271784176,348.8970312768829,1.0,0.8805944566462355,55.80137263567264,10.0,0.37133808808120194,68.0339827422731,10.0,0.1654028735578226,249.76744787890726,1.0,0.29183021744647825,4.5,3.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1485,0,dikesnet
1486,7,111.98461029351571,1.0,0.7538180690910257,86.19798594095832,10.0,0.23971884775223726,224.89812168753315,10.0,0.262909562273545,232.96959361565658,1.0,0.9832551842753207,213.14325945389368,1.0,0.9308416082779309,3.5,3.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1486,0,dikesnet
1487,11,182.44148009647458,1.5,0.9301502554303994,141.0760635696051,1.0,0.3495260776592476,293.4149768316602,10.0,0.11269614103746288,119.72090362793679,1.0,0.5568864712182354,273.72361439915073,1.0,0.6544699519230672,2.5,4.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1487,0,dikesnet
1488,97,48.6162279123549,1.5,0.7598068569005663,134.41555498518574,10.0,0.18095097847713365,300.32732461129575,1.0,0.7342791106006578,291.7757563333418,1.0,0.8238349043090445,210.50642509862007,1.0,0.7828260640976522,2.5,4.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1488,0,dikesnet
1489,96,48.16215274733148,10.0,0.3696453830253257,40.413402509008534,10.0,0.5823372293102953,109.69735199200214,10.0,0.8774917412508083,63.25359203006236,1.5,0.9326696109690347,109.6218047797778,10.0,0.5099783377560195,3.5,2.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1489,0,dikesnet
1490,35,326.6982997505368,10.0,0.23594365560148056,302.11633238752336,1.5,0.86069870996723,123.33442626104866,1.5,0.7063605590047028,273.123556895658,1.0,0.04226584139883928,69.48580999010937,10.0,0.33879723238494824,1.5,2.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1490,0,dikesnet
1491,94,120.31270367648483,1.5,0.7785963440014256,299.7352807140949,1.5,0.8118233328064572,52.447930318629076,1.0,0.9487293905459321,77.68729471206946,1.5,0.16242169403243886,181.3474832438933,10.0,0.006969972524442116,2.5,2.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1491,0,dikesnet
1492,46,212.67122209660505,10.0,0.45657567895273327,254.58999828234835,1.5,0.8639865254760359,271.18677672197975,10.0,0.7397255631503906,310.8886090548108,1.5,0.7248233567985792,272.5654361574654,1.5,0.4831894830816775,3.5,3.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1492,0,dikesnet
1493,105,286.3976549317779,10.0,0.48100988140100825,56.88523011392261,10.0,0.7245846188043231,213.68794611433555,1.0,0.5085396564698695,323.63705971234924,10.0,0.5179164494575321,345.7628371089267,10.0,0.5201142192833199,3.5,4.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1493,0,dikesnet
1494,3,192.90665716739002,10.0,0.08461169428716042,141.94699775437053,10.0,0.8757439653583993,111.62685181017497,1.5,0.8124064778118355,285.1976674551193,1.5,0.7426193756481749,241.91052372305427,10.0,0.8691497279955742,1.5,1.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1494,0,dikesnet
1495,2,264.69031368910896,10.0,0.44436622291216954,74.1465675214239,1.0,0.07684281259356865,33.992647114371984,1.0,0.3637825008986583,194.29180128160343,1.5,0.8606192643563907,190.13378868286904,1.0,0.44875557344272954,4.5,4.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,1495,0,dikesnet
