,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
34,95,191.36280911881317,10.0,0.5773815238685159,67.0633078026917,1.5,0.824179162913732,218.80293194842253,10.0,0.4834779764864612,97.41602108102393,10.0,0.18522040101099257,325.84048608413076,10.0,0.6564084871629396,2.5,2.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,34,0,dikesnet
35,29,71.13820145575706,1.5,0.6452461507382813,100.07169955208407,1.5,0.9856958302233877,303.46999673700395,10.0,0.8640687638763526,68.95033297186524,10.0,0.05163839210288459,333.65704121907595,10.0,0.4333634759730561,3.5,1.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,35,0,dikesnet
36,36,293.9681082593042,1.0,0.4936039102150451,71.26873149097159,1.5,0.14323497258660295,96.92930395276505,1.5,0.22360058379184042,348.8392148435512,1.5,0.847395516191342,255.64641541415438,1.5,0.9261738670590559,2.5,3.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,36,0,dikesnet
37,12,68.19490880295913,10.0,0.892001738294791,142.92268378916265,1.5,0.6315106420322834,138.73057304019534,1.5,0.9284764922687647,107.06343846991484,1.5,0.7415862181906987,72.5913548471684,10.0,0.9882164780891648,4.5,4.5,1.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,37,0,dikesnet
38,40,66.35481934455254,1.5,0.48363507975811304,184.53451911574913,1.5,0.42809975722576227,270.424881981275,1.5,0.17357152117559696,285.3968841930633,1.5,0.5891201293902626,132.459919618813,1.0,0.6635751762779293,2.5,4.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,38,0,dikesnet
39,102,86.59762536898285,1.5,0.301431011364434,154.31003814328864,1.5,0.6310188010594208,193.7053770018456,1.5,0.19589355787281917,177.6932945044718,10.0,0.3342621156953362,208.10910943366525,1.0,0.11907173026160232,2.5,2.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,39,0,dikesnet
40,61,287.4470972664293,1.0,0.9863336301458397,306.5451860060164,1.5,0.30777969723600335,220.6960230560133,1.5,0.8041847329634827,242.04518139769064,1.0,0.7313788073428925,297.38416755799005,1.5,0.07719731701663318,1.5,3.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,40,0,dikesnet
41,105,78.51397944198446,1.0,0.1573367261932668,287.3398350293185,1.5,0.06548378599698508,37.95426295238262,1.0,0.8480678573399875,284.63800074697974,1.0,0.341932326235298,118.40150495593608,10.0,0.5311094080476748,4.5,2.5,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,41,0,dikesnet
42,77,254.96734112574546,10.0,0.2668157652367964,234.6253074484318,1.5,0.3258173797092341,47.550833347167114,1.5,0.8633283541358673,333.48297508904,1.5,0.415468912892054,189.7477082638187,1.0,0.8773935091859586,2.5,4.5,4.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,42,0,dikesnet
43,19,322.9557669545314,1.5,0.5531070290739968,128.96202986454423,1.0,0.8364775311250264,60.23084083965843,1.5,0.740858147972005,205.66632956561597,1.5,0.48186825858396687,233.59654851241316,1.5,0.006351157072142872,3.5,2.5,3.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,3,0,0,5,0,0,3,0,0,6,0,0,43,0,dikesnet
